Model Year,Mfr Name,Car Brand,Carline,Engine Displacement,# Cylinders,Transmission,City FE,Highway FE,Combined FE,Air Aspiration Method,Transmission Description,# Gears,Drive Desc,Fuel Usage,Annual Fuel Cost,Carline Class Desc,Release Date,Stop/Start System,Gas Guzzler MPG,FE Rating,City CO2,Highway CO2,Combined CO2
2015,aston martin,Aston Martin Lagonda Ltd,V12 Vantage S,6,12,Auto(AM7),12,18,14,Naturally Aspirated,Automated Manual,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),4050,Two Seaters,20/01/2014 00:00,N,18.3,2,742,488,628
2015,aston martin,Aston Martin Lagonda Ltd,V8 Vantage,4.7,8,Auto(AM7),14,21,16,Naturally Aspirated,Automated Manual,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),3550,Two Seaters,19/05/2014 00:00,N,20.7,3,655,426,552
2015,aston martin,Aston Martin Lagonda Ltd,V8 Vantage,4.7,8,Manual(M6),13,19,15,Naturally Aspirated,Manual,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),3800,Two Seaters,19/05/2014 00:00,N,19.6,3,681,461,582
2015,aston martin,Aston Martin Lagonda Ltd,V8 Vantage S,4.7,8,Auto(AM7),14,21,16,Naturally Aspirated,Automated Manual,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),3550,Two Seaters,19/05/2014 00:00,N,20.7,3,655,426,552
2015,aston martin,Aston Martin Lagonda Ltd,V8 Vantage S,4.7,8,Manual(M6),13,19,15,Naturally Aspirated,Manual,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),3800,Two Seaters,19/05/2014 00:00,N,19.6,3,681,461,582
2015,aston martin,Aston Martin Lagonda Ltd,Vantage GT,4.7,8,Auto(AM7),14,21,16,Naturally Aspirated,Automated Manual,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),3550,Two Seaters,19/05/2014 00:00,N,20.7,3,655,426,552
2015,aston martin,Aston Martin Lagonda Ltd,Vantage GT,4.7,8,Manual(M6),13,19,15,Naturally Aspirated,Manual,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),3800,Two Seaters,19/05/2014 00:00,N,19.6,3,681,461,582
2015,aston martin,Aston Martin Lagonda Ltd,DB9,5.9,12,Auto(S6),13,19,15,Naturally Aspirated,Semi-Automatic,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),3800,Minicompact Cars,03/06/2014 00:00,N,19.5,3,679,475,587
2015,aston martin,Aston Martin Lagonda Ltd,Vanquish,6,12,Auto(S8),13,21,16,Naturally Aspirated,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),3550,Minicompact Cars,18/08/2014 00:00,N,20.6,3,662,428,557
2015,aston martin,Aston Martin Lagonda Ltd,Rapide S,6,12,Auto(S8),14,22,17,Naturally Aspirated,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),3350,Subcompact Cars,18/08/2014 00:00,N,21.5,4,634,412,534
2016,aston martin,Aston Martin Lagonda Ltd,V12 Vantage S,6,12,Auto(AM7),12,18,14,Naturally Aspirated,Automated Manual,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),3550,Two Seaters,15/06/2015 00:00,N,18.3,2,742,488,628
2016,aston martin,Aston Martin Lagonda Ltd,V8 Vantage,4.7,8,Auto(AM7),14,21,16,Naturally Aspirated,Automated Manual,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),3100,Two Seaters,29/06/2015 00:00,N,20.7,3,655,426,552
2016,aston martin,Aston Martin Lagonda Ltd,V8 Vantage,4.7,8,Manual(M6),13,19,15,Naturally Aspirated,Manual,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),3300,Two Seaters,29/06/2015 00:00,N,19.6,2,681,461,582
2016,aston martin,Aston Martin Lagonda Ltd,V8 Vantage S,4.7,8,Auto(AM7),14,21,16,Naturally Aspirated,Automated Manual,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),3100,Two Seaters,29/06/2015 00:00,N,20.7,3,655,426,552
2016,aston martin,Aston Martin Lagonda Ltd,V8 Vantage S,4.7,8,Manual(M6),13,19,15,Naturally Aspirated,Manual,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),3300,Two Seaters,29/06/2015 00:00,N,19.6,2,681,461,582
2016,aston martin,Aston Martin Lagonda Ltd,Vantage GT,4.7,8,Auto(AM7),14,21,16,Naturally Aspirated,Automated Manual,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),3100,Two Seaters,29/06/2015 00:00,N,20.7,3,655,426,552
2016,aston martin,Aston Martin Lagonda Ltd,Vantage GT,4.7,8,Manual(M6),13,19,15,Naturally Aspirated,Manual,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),3300,Two Seaters,29/06/2015 00:00,N,19.6,2,681,461,582
2016,aston martin,Aston Martin Lagonda Ltd,DB9,5.9,12,Auto(S6),13,19,15,Naturally Aspirated,Semi-Automatic,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),3300,Minicompact Cars,01/09/2015 00:00,N,19.5,2,679,475,587
2016,aston martin,Aston Martin Lagonda Ltd,Vanquish,6,12,Auto(S8),13,21,16,Naturally Aspirated,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),3100,Minicompact Cars,29/06/2015 00:00,N,20.6,3,662,428,557
2016,aston martin,Aston Martin Lagonda Ltd,Rapide S,6,12,Auto(S8),14,22,17,Naturally Aspirated,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),2900,Subcompact Cars,17/08/2015 00:00,N,21.5,3,634,412,534
2017,aston martin,Aston Martin Lagonda Ltd,V12 Vantage S,6,12,Auto(AM7),12,18,14,Naturally Aspirated,Automated Manual,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),3000,Two Seaters,15/06/2016 00:00,N,18.3,1,737,485,624
2017,aston martin,Aston Martin Lagonda Ltd,V12 Vantage S,6,12,Manual(M7),10,16,12,Naturally Aspirated,Manual,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),3500,Two Seaters,04/07/2016 00:00,N,15.5,1,873,541,724
2017,aston martin,Aston Martin Lagonda Ltd,DB11 V12,5.2,12,Auto(S8),15,21,17,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),2450,Minicompact Cars,22/12/2016 00:00,N,23,3,579,397,497
2017,aston martin,Aston Martin Lagonda Ltd,"Vanquish, S and Zagato",6,12,Auto(S8),13,21,16,Naturally Aspirated,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),2600,Minicompact Cars,04/07/2016 00:00,N,20.6,2,659,428,555
2017,aston martin,Aston Martin Lagonda Ltd,Rapide S,6,12,Auto(S8),14,21,17,Naturally Aspirated,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),2450,Subcompact Cars,04/07/2016 00:00,N,21.5,3,631,413,533
2018,aston martin,Aston Martin Lagonda Ltd,DB11 V12,5.2,12,Auto(S8),15,21,17,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),2450,Minicompact Cars,07/09/2017 00:00,N,23,3,579,397,497
2018,aston martin,Aston Martin Lagonda Ltd,DB11 V8,4,8,Auto(S8),18,24,20,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),2100,Minicompact Cars,07/09/2017 00:00,N,27,4,486,365,431
2018,aston martin,Aston Martin Lagonda Ltd,"Vanquish, S and Zagato",6,12,Auto(S8),13,21,16,Naturally Aspirated,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),2600,Minicompact Cars,10/04/2017 00:00,N,20.6,2,659,428,555
2018,aston martin,Aston Martin Lagonda Ltd,Rapide S,6,12,Auto(S8),14,21,17,Naturally Aspirated,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),2450,Subcompact Cars,10/04/2017 00:00,N,21.5,3,631,413,533
2019,aston martin,Aston Martin Lagonda Ltd,Vantage V8,4,8,Auto(S8),18,25,21,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),2150,Two Seaters,01/06/2018 00:00,N,27,4,494,364,435
2019,aston martin,Aston Martin Lagonda Ltd,DB11 V12,5.2,12,Auto(S8),15,22,18,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),2500,Minicompact Cars,11/10/2018 00:00,N,23,3,579,397,497
2019,aston martin,Aston Martin Lagonda Ltd,DB11 V8,4,8,Auto(S8),18,24,20,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),2250,Minicompact Cars,22/03/2018 00:00,N,27,4,486,365,431
2019,aston martin,Aston Martin Lagonda Ltd,DBS,5.2,12,Auto(S8),14,22,17,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),2650,Minicompact Cars,11/10/2018 00:00,N,22,3,618,404,522
2019,aston martin,Aston Martin Lagonda Ltd,Vanquish S,6,12,Auto(S8),13,21,16,Naturally Aspirated,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),2800,Minicompact Cars,01/10/2018 00:00,N,20.6,2,659,428,555
2019,aston martin,Aston Martin Lagonda Ltd,Rapide S,6,12,Auto(S8),14,21,17,Naturally Aspirated,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),2650,Subcompact Cars,01/10/2018 00:00,N,21.5,3,631,413,533
2020,aston martin,Aston Martin Lagonda Ltd,Vantage Manual,4,8,Manual(M7),14,21,17,Turbocharged,Manual,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),2850,Two Seaters,26/09/2019 00:00,Y,27,3,636,425,541
2020,aston martin,Aston Martin Lagonda Ltd,Vantage V8,4,8,Auto(S8),18,24,20,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),2450,Two Seaters,25/03/2019 00:00,N,27,4,494,364,435
2020,aston martin,Aston Martin Lagonda Ltd,DB11 V12,5.2,12,Auto(S8),15,22,18,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),2700,Minicompact Cars,15/04/2019 00:00,N,23,3,579,397,497
2020,aston martin,Aston Martin Lagonda Ltd,DB11 V8,4,8,Auto(S8),18,24,20,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),2450,Minicompact Cars,15/04/2019 00:00,N,27,4,486,365,431
2020,aston martin,Aston Martin Lagonda Ltd,DBS,5.2,12,Auto(S8),14,22,17,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),2850,Minicompact Cars,19/08/2019 00:00,N,22,3,618,404,522
2021,aston martin,Aston Martin Lagonda Ltd,Vantage Manual,4,8,Manual(M7),14,21,17,Turbocharged,Manual,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),2850,Two Seaters,10/08/2020 00:00,Y,27,3,636,426,541
2021,aston martin,Aston Martin Lagonda Ltd,Vantage V8,4,8,Auto(S8),18,24,20,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),2450,Two Seaters,10/08/2020 00:00,N,27,4,494,364,435
2021,aston martin,Aston Martin Lagonda Ltd,DB11 V12,5.2,12,Auto(S8),15,22,18,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),2700,Minicompact Cars,10/08/2020 00:00,N,23,3,579,397,497
2021,aston martin,Aston Martin Lagonda Ltd,DB11 V8,4,8,Auto(S8),18,24,20,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),2450,Minicompact Cars,10/08/2020 00:00,N,27,4,486,365,431
2021,aston martin,Aston Martin Lagonda Ltd,DBS,5.2,12,Auto(S8),14,22,17,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),2850,Minicompact Cars,10/08/2020 00:00,N,22,3,618,404,522
2021,aston martin,Aston Martin Lagonda Ltd,DBX V8,4,8,Auto(A9),14,18,15,Turbocharged,Automatic,9,4-Wheel Drive,Gasoline (Premium Unleaded Recommended),3250,Standard SUV 4WD,10/08/2020 00:00,N,,2,644,483,572
2022,aston martin,Aston Martin Lagonda Ltd,Vantage V8,4,8,Auto(A8),18,24,20,Turbocharged,Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),2200,Two Seaters,25/10/2021 00:00,N,27,4,494,364,435
2022,aston martin,Aston Martin Lagonda Ltd,DB11 V12,5.2,12,Auto(S8),14,22,17,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),2600,Minicompact Cars,29/11/2021 00:00,N,22,3,618,404,522
2022,aston martin,Aston Martin Lagonda Ltd,DB11 V8,4,8,Auto(A8),18,24,20,Turbocharged,Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),2200,Minicompact Cars,25/10/2021 00:00,N,27,4,486,365,431
2022,aston martin,Aston Martin Lagonda Ltd,DBS,5.2,12,Auto(S8),14,22,17,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),2600,Minicompact Cars,29/11/2021 00:00,N,22,3,618,404,522
2022,aston martin,Aston Martin Lagonda Ltd,DBX V8,4,8,Auto(A9),14,20,16,Turbocharged,Automatic,9,4-Wheel Drive,Gasoline (Premium Unleaded Recommended),2750,Standard SUV 4WD,25/10/2021 00:00,N,,3,641,453,556
2023,aston martin,Aston Martin Lagonda Ltd,V12 Vantage,5.2,12,Auto(A8),14,22,16,Turbocharged,Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),3400,Two Seaters,29/06/2022 00:00,N,21.1,3,659,413,548
2023,aston martin,Aston Martin Lagonda Ltd,Vantage V8,4,8,Auto(A8),18,24,20,Turbocharged,Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),2750,Two Seaters,29/04/2022 00:00,N,27,4,494,364,435
2023,aston martin,Aston Martin Lagonda Ltd,DB11 V12,5.2,12,Auto(A8),14,22,17,Turbocharged,Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),3200,Minicompact Cars,29/06/2022 00:00,N,22,3,618,404,522
2023,aston martin,Aston Martin Lagonda Ltd,DB11 V8,4,8,Auto(A8),18,24,20,Turbocharged,Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),2750,Minicompact Cars,29/04/2022 00:00,N,27,4,486,365,431
2023,aston martin,Aston Martin Lagonda Ltd,DBS,5.2,12,Auto(A8),14,22,17,Turbocharged,Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),3200,Minicompact Cars,29/06/2022 00:00,N,22,3,618,404,522
2023,aston martin,Aston Martin Lagonda Ltd,DBX 707,4,8,Auto(A9),15,20,17,Turbocharged,Automatic,9,4-Wheel Drive,Gasoline (Premium Unleaded Recommended),3200,Standard SUV 4WD,29/04/2022 00:00,N,,3,602,457,536
2023,aston martin,Aston Martin Lagonda Ltd,DBX V8,4,8,Auto(A9),14,20,16,Turbocharged,Automatic,9,4-Wheel Drive,Gasoline (Premium Unleaded Recommended),3400,Standard SUV 4WD,29/04/2022 00:00,N,,3,641,453,556
2015,BMW,BMW,Z4 sDrive28i,2,4,Auto(S8),22,33,26,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),2200,Two Seaters,26/03/2014 00:00,N,34.4,6,403,266,341
2015,BMW,BMW,Z4 sDrive28i,2,4,Manual(M6),22,34,26,Turbocharged,Manual,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),2200,Two Seaters,26/03/2014 00:00,Y,35,6,400,259,337
2015,BMW,BMW,Z4 sDrive35i,3,6,Auto(AM-S7),17,24,20,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),2850,Two Seaters,01/04/2014 00:00,N,25.5,5,518,376,454
2015,BMW,BMW,Z4 sDrive35is,3,6,Auto(AM-S7),17,24,20,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),2850,Two Seaters,01/04/2014 00:00,N,25.5,5,518,376,454
2015,BMW,Mini,Mini Cooper Coupe,1.6,4,Auto(S6),28,36,31,Naturally Aspirated,Semi-Automatic,6,"2-Wheel Drive, Front",Gasoline (Premium Unleaded Recommended),1850,Two Seaters,27/03/2014 00:00,N,41.7,8,321,246,287
2015,BMW,Mini,Mini Cooper Coupe,1.6,4,Manual(M6),29,37,32,Naturally Aspirated,Manual,6,"2-Wheel Drive, Front",Gasoline (Premium Unleaded Recommended),1800,Two Seaters,27/03/2014 00:00,N,43.7,8,303,241,275
2015,BMW,Mini,Mini Cooper Roadster,1.6,4,Auto(S6),26,34,29,Naturally Aspirated,Semi-Automatic,6,"2-Wheel Drive, Front",Gasoline (Premium Unleaded Recommended),1950,Two Seaters,27/03/2014 00:00,N,39,7,335,257,300
2015,BMW,Mini,Mini Cooper Roadster,1.6,4,Manual(M6),27,34,30,Naturally Aspirated,Manual,6,"2-Wheel Drive, Front",Gasoline (Premium Unleaded Recommended),1900,Two Seaters,27/03/2014 00:00,N,40.2,7,327,264,298
2015,BMW,Mini,Mini Cooper S Coupe,1.6,4,Auto(S6),25,34,28,Turbocharged,Semi-Automatic,6,"2-Wheel Drive, Front",Gasoline (Premium Unleaded Recommended),2050,Two Seaters,27/03/2014 00:00,N,38.2,7,352,264,312
2015,BMW,Mini,Mini Cooper S Coupe,1.6,4,Manual(M6),26,35,29,Turbocharged,Manual,6,"2-Wheel Drive, Front",Gasoline (Premium Unleaded Recommended),1950,Two Seaters,28/03/2014 00:00,N,39.6,7,340,255,302
2015,BMW,Mini,Mini Cooper S Roadster,1.6,4,Auto(S6),25,34,28,Turbocharged,Semi-Automatic,6,"2-Wheel Drive, Front",Gasoline (Premium Unleaded Recommended),2050,Two Seaters,27/03/2014 00:00,N,38.2,7,352,264,312
2015,BMW,Mini,Mini Cooper S Roadster,1.6,4,Manual(M6),26,35,29,Turbocharged,Manual,6,"2-Wheel Drive, Front",Gasoline (Premium Unleaded Recommended),1950,Two Seaters,28/03/2014 00:00,N,39.6,7,340,255,302
2015,BMW,Mini,Mini John Cooper Works Coupe,1.6,4,Auto(S6),25,34,28,Turbocharged,Semi-Automatic,6,"2-Wheel Drive, Front",Gasoline (Premium Unleaded Recommended),2050,Two Seaters,27/03/2014 00:00,N,38.2,7,352,264,312
2015,BMW,Mini,Mini John Cooper Works Coupe,1.6,4,Manual(M6),26,35,29,Turbocharged,Manual,6,"2-Wheel Drive, Front",Gasoline (Premium Unleaded Recommended),1950,Two Seaters,28/03/2014 00:00,N,39.6,7,340,255,302
2015,BMW,Mini,Mini John Cooper Works Roadster,1.6,4,Auto(S6),25,34,28,Turbocharged,Semi-Automatic,6,"2-Wheel Drive, Front",Gasoline (Premium Unleaded Recommended),2050,Two Seaters,27/03/2014 00:00,N,38.2,7,352,264,312
2015,BMW,Mini,Mini John Cooper Works Roadster,1.6,4,Manual(M6),26,35,29,Turbocharged,Manual,6,"2-Wheel Drive, Front",Gasoline (Premium Unleaded Recommended),1950,Two Seaters,28/03/2014 00:00,N,39.6,7,340,255,302
2015,BMW,Mini,Mini Cooper Convertible,1.6,4,Auto(S6),26,34,29,Naturally Aspirated,Semi-Automatic,6,"2-Wheel Drive, Front",Gasoline (Premium Unleaded Recommended),1950,Minicompact Cars,27/03/2014 00:00,N,39,7,335,257,300
2015,BMW,Mini,Mini Cooper Convertible,1.6,4,Manual(M6),27,34,30,Naturally Aspirated,Manual,6,"2-Wheel Drive, Front",Gasoline (Premium Unleaded Recommended),1900,Minicompact Cars,27/03/2014 00:00,N,40.2,7,327,264,298
2015,BMW,Mini,Mini Cooper S Convertible,1.6,4,Auto(S6),25,34,28,Turbocharged,Semi-Automatic,6,"2-Wheel Drive, Front",Gasoline (Premium Unleaded Recommended),2050,Minicompact Cars,27/03/2014 00:00,N,38.2,7,352,264,312
2015,BMW,Mini,Mini Cooper S Convertible,1.6,4,Manual(M6),26,35,29,Turbocharged,Manual,6,"2-Wheel Drive, Front",Gasoline (Premium Unleaded Recommended),1950,Minicompact Cars,28/03/2014 00:00,N,39.6,7,340,255,302
2015,BMW,Mini,Mini John Cooper Works Conv.,1.6,4,Auto(S6),25,34,28,Turbocharged,Semi-Automatic,6,"2-Wheel Drive, Front",Gasoline (Premium Unleaded Recommended),2050,Minicompact Cars,27/03/2014 00:00,N,38.2,7,352,264,312
2015,BMW,Mini,Mini John Cooper Works Conv.,1.6,4,Manual(M6),26,35,29,Turbocharged,Manual,6,"2-Wheel Drive, Front",Gasoline (Premium Unleaded Recommended),1950,Minicompact Cars,28/03/2014 00:00,N,39.6,7,340,255,302
2015,BMW,BMW,228i,2,4,Auto(S8),23,36,28,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),2050,Subcompact Cars,15/07/2014 00:00,Y,37,7,378,248,320
2015,BMW,BMW,228i,2,4,Manual(M6),22,34,26,Turbocharged,Manual,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),2200,Subcompact Cars,16/07/2014 00:00,Y,35,6,406,261,341
2015,BMW,BMW,228i Convertible,2,4,Auto(S8),23,34,27,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),2100,Subcompact Cars,15/11/2014 00:00,Y,35.4,7,391,264,334
2015,BMW,BMW,228i xDrive,2,4,Auto(S8),23,35,27,Turbocharged,Semi-Automatic,8,All Wheel Drive,Gasoline (Premium Unleaded Recommended),2100,Subcompact Cars,16/07/2014 00:00,Y,36,7,389,255,329
2015,BMW,BMW,228i xDrive Convertible,2,4,Auto(S8),22,33,26,Turbocharged,Semi-Automatic,8,All Wheel Drive,Gasoline (Premium Unleaded Recommended),2200,Subcompact Cars,30/11/2014 00:00,Y,34.7,6,400,268,340
2015,BMW,BMW,428i Convertible,2,4,Auto(S8),23,34,27,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),2100,Subcompact Cars,04/04/2014 00:00,Y,35.4,7,391,265,334
2015,BMW,BMW,428i xDrive Convertible,2,4,Auto(S8),21,33,25,Turbocharged,Semi-Automatic,8,All Wheel Drive,Gasoline (Premium Unleaded Recommended),2300,Subcompact Cars,05/08/2014 00:00,Y,33.3,6,422,271,354
2015,BMW,BMW,435i Convertible,3,6,Auto(S8),20,31,24,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),2400,Subcompact Cars,24/07/2014 00:00,Y,31.3,6,443,288,374
2015,BMW,BMW,435i xDrive Convertible,3,6,Auto(S8),20,29,23,Turbocharged,Semi-Automatic,8,All Wheel Drive,Gasoline (Premium Unleaded Recommended),2500,Subcompact Cars,24/07/2014 00:00,Y,30.5,5,448,302,382
2015,BMW,BMW,640i Convertible,3,6,Auto(S8),20,31,24,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),2400,Subcompact Cars,10/04/2014 00:00,Y,31.3,6,443,288,374
2015,BMW,BMW,640i Coupe,3,6,Auto(S8),21,32,25,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),2300,Subcompact Cars,09/04/2014 00:00,Y,32.9,6,423,278,358
2015,BMW,BMW,640i xDrive Convertible,3,6,Auto(S8),20,29,23,Turbocharged,Semi-Automatic,8,All Wheel Drive,Gasoline (Premium Unleaded Recommended),2500,Subcompact Cars,10/04/2014 00:00,Y,30.5,5,448,302,382
2015,BMW,BMW,640i xDrive Coupe,3,6,Auto(S8),20,29,23,Turbocharged,Semi-Automatic,8,All Wheel Drive,Gasoline (Premium Unleaded Recommended),2500,Subcompact Cars,10/04/2014 00:00,Y,30.5,5,448,302,382
2015,BMW,BMW,650i Convertible,4.4,8,Auto(S8),17,25,20,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),2850,Subcompact Cars,17/04/2014 00:00,Y,25.5,5,505,360,440
2015,BMW,BMW,650i Coupe,4.4,8,Auto(S8),17,25,20,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),2850,Subcompact Cars,17/04/2014 00:00,Y,25.5,5,505,360,440
2015,BMW,BMW,650i xDrive Convertible,4.4,8,Auto(S8),16,24,19,Turbocharged,Semi-Automatic,8,All Wheel Drive,Gasoline (Premium Unleaded Recommended),3000,Subcompact Cars,17/04/2014 00:00,Y,24.2,4,566,369,477
2015,BMW,BMW,650i xDrive Coupe,4.4,8,Auto(S8),16,25,19,Turbocharged,Semi-Automatic,8,All Wheel Drive,Gasoline (Premium Unleaded Recommended),3000,Subcompact Cars,17/04/2014 00:00,N,25.1,4,543,361,461
2015,BMW,BMW,M235i,3,6,Auto(S8),21,32,25,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),2300,Subcompact Cars,16/07/2014 00:00,Y,32.9,6,423,278,358
2015,BMW,BMW,M235i,3,6,Manual(M6),19,28,22,Turbocharged,Manual,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),2600,Subcompact Cars,16/07/2014 00:00,Y,29.2,5,451,319,392
2015,BMW,BMW,M235i Convertible,3,6,Auto(S8),21,32,25,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),2300,Subcompact Cars,30/11/2014 00:00,Y,32.9,6,423,278,358
2015,BMW,BMW,M235i Convertible,3,6,Manual(M6),19,26,22,Turbocharged,Manual,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),2600,Subcompact Cars,30/11/2014 00:00,Y,28.5,5,466,338,408
2015,BMW,BMW,M235i xDrive,3,6,Auto(S8),20,30,24,Turbocharged,Semi-Automatic,8,All Wheel Drive,Gasoline (Premium Unleaded Recommended),2400,Subcompact Cars,17/07/2014 00:00,Y,31.2,6,444,294,377
2015,BMW,BMW,M4 Convertible,3,6,Auto(AM-S7),17,24,19,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),3000,Subcompact Cars,11/08/2014 00:00,Y,25.3,4,532,368,458
2015,BMW,BMW,M4 Convertible,3,6,Manual(M6),17,26,20,Turbocharged,Manual,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),2850,Subcompact Cars,01/06/2014 00:00,Y,26,5,520,340,439
2015,BMW,BMW,M6 Convertible,4.4,8,Auto(AM-S7),14,20,16,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),3550,Subcompact Cars,09/05/2014 00:00,Y,20.7,3,652,435,554
