Model Year,Mfr Name,Car Brand,Carline,Engine Displacement,# Cylinders,Transmission,City FE,Highway FE,Combined FE,Air Aspiration Method,Transmission Description,# Gears,Drive Desc,Fuel Usage,Annual Fuel Cost,Carline Class Desc,Release Date,Stop/Start System,Gas Guzzler MPG,FE Rating,City CO2,Highway CO2,Combined CO2
2019,Jaguar Land Rover L,Jaguar,F-TYPE S Convertible Manual,3,6,Manual(M6),15,24,18,Supercharged,Manual,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),2500,Two Seaters,09/05/2018 00:00,Y,23.7,3,574,376,485
2019,Jaguar Land Rover L,Jaguar,F-TYPE S Coupe,3,6,Auto(S8),19,27,22,Supercharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),2050,Two Seaters,09/05/2018 00:00,Y,28.8,4,468,333,407
2019,Jaguar Land Rover L,Jaguar,F-TYPE S Coupe Manual,3,6,Manual(M6),15,24,18,Supercharged,Manual,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),2500,Two Seaters,09/05/2018 00:00,Y,23.7,3,574,376,485
2019,Jaguar Land Rover L,Jaguar,F-TYPE SVR AWD Convertible GEN2,5,8,Auto(S8),16,24,18,Supercharged,Semi-Automatic,8,All Wheel Drive,Gasoline (Premium Unleaded Recommended),2500,Two Seaters,23/08/2018 00:00,Y,24,3,571,369,481
2019,Jaguar Land Rover L,Jaguar,F-TYPE SVR AWD Coupe GEN2,5,8,Auto(S8),16,24,18,Supercharged,Semi-Automatic,8,All Wheel Drive,Gasoline (Premium Unleaded Recommended),2500,Two Seaters,23/08/2018 00:00,Y,24,3,571,369,481
2019,Jaguar Land Rover L,Jaguar,XE,2,4,Auto(S8),32,42,36,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear","Diesel, ultra low sulfur (15 ppm, maximum)",1200,Compact Cars,24/07/2018 00:00,Y,50.3,8,319,241,284
2019,Jaguar Land Rover L,Jaguar,XE,2,4,Auto(S8),25,34,28,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),1600,Compact Cars,27/03/2018 00:00,Y,38.6,6,353,262,312
2019,Jaguar Land Rover L,Jaguar,XE,3,6,Auto(S8),21,30,24,Supercharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),1900,Compact Cars,25/05/2018 00:00,Y,31.9,5,430,295,369
2019,Jaguar Land Rover L,Jaguar,XE AWD,2,4,Auto(S8),30,40,34,Turbocharged,Semi-Automatic,8,All Wheel Drive,"Diesel, ultra low sulfur (15 ppm, maximum)",1250,Compact Cars,24/07/2018 00:00,Y,49,8,338,252,299
2019,Jaguar Land Rover L,Jaguar,XE AWD,2,4,Auto(S8),24,34,28,Turbocharged,Semi-Automatic,8,All Wheel Drive,Gasoline (Premium Unleaded Recommended),1600,Compact Cars,27/03/2018 00:00,Y,37.3,6,371,261,321
2019,Jaguar Land Rover L,Jaguar,XE AWD,3,6,Auto(S8),20,29,23,Supercharged,Semi-Automatic,8,All Wheel Drive,Gasoline (Premium Unleaded Recommended),1950,Compact Cars,25/05/2018 00:00,Y,30.7,5,444,309,383
2019,Jaguar Land Rover L,Jaguar,XE AWD,5,8,Auto(S8),16,22,18,Supercharged,Semi-Automatic,8,All Wheel Drive,Gasoline (Premium Unleaded Recommended),2500,Compact Cars,17/08/2018 00:00,Y,24.1,3,546,400,480
2019,Jaguar Land Rover L,Jaguar,XF,2,4,Auto(S8),31,42,35,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear","Diesel, ultra low sulfur (15 ppm, maximum)",1200,Midsize Cars,24/07/2018 00:00,Y,49,8,327,243,289
2019,Jaguar Land Rover L,Jaguar,XF,2,4,Auto(S8),25,34,28,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),1600,Midsize Cars,28/03/2018 00:00,Y,38.6,6,353,262,312
2019,Jaguar Land Rover L,Jaguar,XF,3,6,Auto(S8),20,29,23,Supercharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),1950,Midsize Cars,25/05/2018 00:00,Y,31,5,441,300,377
2019,Jaguar Land Rover L,Jaguar,XF AWD,2,4,Auto(S8),30,40,34,Turbocharged,Semi-Automatic,8,All Wheel Drive,"Diesel, ultra low sulfur (15 ppm, maximum)",1250,Midsize Cars,24/07/2018 00:00,Y,49,8,338,252,299
2019,Jaguar Land Rover L,Jaguar,XF AWD,2,4,Auto(S8),23,33,27,Turbocharged,Semi-Automatic,8,All Wheel Drive,Gasoline (Premium Unleaded Recommended),1650,Midsize Cars,28/03/2018 00:00,Y,35.9,6,382,273,333
2019,Jaguar Land Rover L,Jaguar,XF AWD,3,6,Auto(S8),20,28,23,Supercharged,Semi-Automatic,8,All Wheel Drive,Gasoline (Premium Unleaded Recommended),1950,Midsize Cars,25/05/2018 00:00,Y,30,5,449,318,390
2019,Jaguar Land Rover L,Jaguar,XJ,3,6,Auto(S8),18,27,21,Supercharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),2150,Large Cars,25/05/2018 00:00,Y,28.2,4,486,329,416
2019,Jaguar Land Rover L,Jaguar,XJ,5,8,Auto(S8),15,23,18,Supercharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),2500,Large Cars,08/06/2018 00:00,Y,22.9,3,597,389,503
2019,Jaguar Land Rover L,Jaguar,XJ AWD,3,6,Auto(S8),17,26,20,Supercharged,Semi-Automatic,8,All Wheel Drive,Gasoline (Premium Unleaded Recommended),2250,Large Cars,25/05/2018 00:00,Y,26.1,4,529,341,444
2019,Jaguar Land Rover L,Jaguar,XJL,3,6,Auto(S8),18,27,21,Supercharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),2150,Large Cars,25/05/2018 00:00,Y,27.9,4,490,331,418
2019,Jaguar Land Rover L,Jaguar,XJL,5,8,Auto(S8),15,23,18,Supercharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),2500,Large Cars,08/06/2018 00:00,Y,22.9,3,597,389,503
2019,Jaguar Land Rover L,Jaguar,XJL AWD,3,6,Auto(S8),17,25,20,Supercharged,Semi-Automatic,8,All Wheel Drive,Gasoline (Premium Unleaded Recommended),2250,Large Cars,25/05/2018 00:00,Y,25.8,4,529,353,450
2019,Jaguar Land Rover L,Jaguar,XF Sportbrake AWD,3,6,Auto(S8),18,25,21,Supercharged,Semi-Automatic,8,All Wheel Drive,Gasoline (Premium Unleaded Recommended),2150,Midsize Station Wagons,25/05/2018 00:00,Y,27.3,4,489,353,428
2019,Jaguar Land Rover L,Jaguar,F-Pace,2,4,Auto(S8),26,33,29,Turbocharged,Semi-Automatic,8,All Wheel Drive,"Diesel, ultra low sulfur (15 ppm, maximum)",1450,Small SUV 4WD,24/07/2018 00:00,Y,39.5,6,385,311,352
2019,Jaguar Land Rover L,Jaguar,F-Pace,2,4,Auto(S8),22,27,24,Turbocharged,Semi-Automatic,8,All Wheel Drive,Gasoline (Premium Unleaded Recommended),1900,Small SUV 4WD,28/03/2018 00:00,Y,31.8,5,392,333,365
2019,Jaguar Land Rover L,Jaguar,F-Pace,3,6,Auto(S8),18,23,20,Supercharged,Semi-Automatic,8,All Wheel Drive,Gasoline (Premium Unleaded Recommended),2250,Small SUV 4WD,25/05/2018 00:00,Y,26.1,4,502,377,446
2019,Jaguar Land Rover L,Jaguar,F-Pace,5,8,Auto(S8),16,21,18,Supercharged,Semi-Automatic,8,All Wheel Drive,Gasoline (Premium Unleaded Recommended),2500,Small SUV 4WD,06/11/2018 00:00,Y,24,3,549,414,488
2019,Jaguar Land Rover L,Jaguar,Jaguar E-Pace P250,2,4,Auto(S9),21,28,24,Turbocharged,Semi-Automatic,9,All Wheel Drive,Gasoline (Premium Unleaded Recommended),1900,Small SUV 4WD,10/08/2018 00:00,Y,31.9,5,431,352,395
2019,Jaguar Land Rover L,Jaguar,Jaguar E-Pace P300,2,4,Auto(S9),21,27,23,Turbocharged,Semi-Automatic,9,All Wheel Drive,Gasoline (Premium Unleaded Recommended),1950,Small SUV 4WD,10/08/2018 00:00,Y,31.2,5,424,325,379
2019,Jaguar Land Rover L,Land Rover,Discovery Sport,2,4,Auto(S9),21,25,22,Turbocharged,Semi-Automatic,9,All Wheel Drive,Gasoline (Premium Unleaded Recommended),2050,Small SUV 4WD,10/08/2018 00:00,Y,29.8,4,431,352,395
2019,Jaguar Land Rover L,Land Rover,Discovery Sport Si4,2,4,Auto(S9),20,25,22,Turbocharged,Semi-Automatic,9,All Wheel Drive,Gasoline (Premium Unleaded Recommended),2050,Small SUV 4WD,10/08/2018 00:00,Y,29.3,4,442,352,402
2019,Jaguar Land Rover L,Land Rover,Range Rover Evoque 237HP,2,4,Auto(S9),22,29,25,Turbocharged,Semi-Automatic,9,All Wheel Drive,Gasoline (Premium Unleaded Recommended),1800,Small SUV 4WD,10/08/2018 00:00,Y,32.8,5,411,301,362
2019,Jaguar Land Rover L,Land Rover,Range Rover Evoque 286HP,2,4,Auto(S9),21,29,24,Turbocharged,Semi-Automatic,9,All Wheel Drive,Gasoline (Premium Unleaded Recommended),1900,Small SUV 4WD,10/08/2018 00:00,Y,31.3,5,431,311,377
2019,Jaguar Land Rover L,Land Rover,Range Rover Evoque Cabriolet,2,4,Auto(S9),21,29,24,Turbocharged,Semi-Automatic,9,All Wheel Drive,Gasoline (Premium Unleaded Recommended),1900,Small SUV 4WD,10/08/2018 00:00,Y,31.9,5,421,310,371
2019,Jaguar Land Rover L,Land Rover,Range Rover Velar,2,4,Auto(S8),26,30,28,Turbocharged,Semi-Automatic,8,All Wheel Drive,"Diesel, ultra low sulfur (15 ppm, maximum)",1550,Small SUV 4WD,24/07/2018 00:00,Y,37.4,6,397,336,369
2019,Jaguar Land Rover L,Land Rover,Range Rover Velar,2,4,Auto(S8),21,27,23,Turbocharged,Semi-Automatic,8,All Wheel Drive,Gasoline (Premium Unleaded Recommended),1950,Small SUV 4WD,28/03/2018 00:00,Y,30.8,5,424,335,384
2019,Jaguar Land Rover L,Land Rover,Range Rover Velar,3,6,Auto(S8),18,24,20,Supercharged,Semi-Automatic,8,All Wheel Drive,Gasoline (Premium Unleaded Recommended),2250,Small SUV 4WD,25/05/2018 00:00,Y,26.6,4,490,376,439
2019,Jaguar Land Rover L,Land Rover,Discovery,3,6,Auto(S8),21,26,23,Turbocharged,Semi-Automatic,8,4-Wheel Drive,"Diesel, ultra low sulfur (15 ppm, maximum)",1850,Standard SUV 4WD,10/08/2018 00:00,Y,,5,490,397,448
2019,Jaguar Land Rover L,Land Rover,Discovery,3,6,Auto(S8),16,21,18,Supercharged,Semi-Automatic,8,4-Wheel Drive,Gasoline (Premium Unleaded Recommended),2500,Standard SUV 4WD,13/08/2018 00:00,Y,23.1,3,558,430,500
2019,Jaguar Land Rover L,Land Rover,Range Rover,5,8,Auto(S8),16,21,18,Supercharged,Semi-Automatic,8,4-Wheel Drive,Gasoline (Premium Unleaded Recommended),2500,Standard SUV 4WD,13/08/2018 00:00,Y,23.6,3,544,426,491
2019,Jaguar Land Rover L,Land Rover,Range Rover LWB,5,8,Auto(S8),16,21,18,Supercharged,Semi-Automatic,8,4-Wheel Drive,Gasoline (Premium Unleaded Recommended),2500,Standard SUV 4WD,13/08/2018 00:00,Y,23.6,3,544,426,491
2019,Jaguar Land Rover L,Land Rover,Range Rover LWB SVA,5,8,Auto(S8),13,19,15,Supercharged,Semi-Automatic,8,4-Wheel Drive,Gasoline (Premium Unleaded Recommended),3000,Standard SUV 4WD,13/08/2018 00:00,Y,19.4,2,674,479,587
2019,Jaguar Land Rover L,Land Rover,Range Rover Sport,3,6,Auto(S8),22,28,24,Turbocharged,Semi-Automatic,8,4-Wheel Drive,"Diesel, ultra low sulfur (15 ppm, maximum)",1800,Standard SUV 4WD,10/08/2018 00:00,Y,,5,458,355,412
2019,Jaguar Land Rover L,Land Rover,Range Rover Sport,3,6,Auto(S8),17,23,19,Supercharged,Semi-Automatic,8,4-Wheel Drive,Gasoline (Premium Unleaded Recommended),2350,Standard SUV 4WD,13/08/2018 00:00,Y,,3,534,388,468
2019,Jaguar Land Rover L,Land Rover,Range Rover Sport,5,8,Auto(S8),17,22,19,Supercharged,Semi-Automatic,8,4-Wheel Drive,Gasoline (Premium Unleaded Recommended),2350,Standard SUV 4WD,13/03/2018 00:00,Y,24.4,3,530,405,474
2019,Jaguar Land Rover L,Land Rover,Range Rover Sport MHEV,3,6,Auto(S8),19,25,21,Turbocharged,Semi-Automatic,8,4-Wheel Drive,Gasoline (Premium Unleaded Recommended),2150,Standard SUV 4WD,02/12/2019 00:00,Y,,4,478,361,425
2019,Jaguar Land Rover L,Land Rover,Range Rover Sport SVR,5,8,Auto(S8),15,20,16,Supercharged,Semi-Automatic,8,4-Wheel Drive,Gasoline (Premium Unleaded Recommended),2800,Standard SUV 4WD,13/08/2018 00:00,Y,21.3,2,612,453,540
2019,Jaguar Land Rover L,Land Rover,Range Rover SV Coupe,5,8,Auto(S8),14,19,16,Supercharged,Semi-Automatic,8,4-Wheel Drive,Gasoline (Premium Unleaded Recommended),2800,Standard SUV 4WD,01/01/2019 00:00,Y,20.1,2,645,477,569
2019,Jaguar Land Rover L,Land Rover,Range Rover SVA,3,6,Auto(S8),22,28,24,Turbocharged,Semi-Automatic,8,4-Wheel Drive,"Diesel, ultra low sulfur (15 ppm, maximum)",1800,Standard SUV 4WD,10/08/2018 00:00,Y,,5,458,355,412
2019,Jaguar Land Rover L,Land Rover,Range Rover SVA,3,6,Auto(S8),17,23,19,Supercharged,Semi-Automatic,8,4-Wheel Drive,Gasoline (Premium Unleaded Recommended),2350,Standard SUV 4WD,13/08/2018 00:00,Y,,3,534,388,468
2019,Jaguar Land Rover L,Land Rover,Range Rover SVA,5,8,Auto(S8),14,19,16,Supercharged,Semi-Automatic,8,4-Wheel Drive,Gasoline (Premium Unleaded Recommended),2800,Standard SUV 4WD,13/08/2018 00:00,Y,20.1,2,645,477,569
2020,Jaguar Land Rover L,Jaguar,F-TYPE AWD Convertible,5,8,Auto(S8),16,24,18,Supercharged,Semi-Automatic,8,All Wheel Drive,Gasoline (Premium Unleaded Recommended),2700,Two Seaters,14/03/2019 00:00,Y,24,3,571,369,481
2020,Jaguar Land Rover L,Jaguar,F-TYPE AWD Coupe,5,8,Auto(S8),16,24,18,Supercharged,Semi-Automatic,8,All Wheel Drive,Gasoline (Premium Unleaded Recommended),2700,Two Seaters,14/03/2019 00:00,Y,24,3,571,369,481
2020,Jaguar Land Rover L,Jaguar,F-TYPE Convertible,2,4,Auto(S8),23,30,26,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),1900,Two Seaters,08/02/2019 00:00,Y,34.5,5,386,296,346
2020,Jaguar Land Rover L,Jaguar,F-TYPE Convertible,3,6,Auto(S8),20,28,23,Supercharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),2100,Two Seaters,08/03/2019 00:00,Y,30.1,5,447,320,390
2020,Jaguar Land Rover L,Jaguar,F-TYPE Coupe,2,4,Auto(S8),23,30,26,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),1900,Two Seaters,08/02/2019 00:00,Y,34.5,5,386,296,346
2020,Jaguar Land Rover L,Jaguar,F-TYPE Coupe,3,6,Auto(S8),20,28,23,Supercharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),2100,Two Seaters,08/03/2019 00:00,Y,30.1,5,447,320,390
2020,Jaguar Land Rover L,Jaguar,F-TYPE S AWD Convertible,3,6,Auto(S8),18,26,21,Supercharged,Semi-Automatic,8,All Wheel Drive,Gasoline (Premium Unleaded Recommended),2300,Two Seaters,08/03/2019 00:00,Y,27.4,4,490,347,426
2020,Jaguar Land Rover L,Jaguar,F-TYPE S AWD Coupe,3,6,Auto(S8),18,26,21,Supercharged,Semi-Automatic,8,All Wheel Drive,Gasoline (Premium Unleaded Recommended),2300,Two Seaters,08/03/2019 00:00,Y,27.4,4,490,347,426
2020,Jaguar Land Rover L,Jaguar,F-TYPE S Convertible,3,6,Auto(S8),19,27,22,Supercharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),2200,Two Seaters,08/03/2019 00:00,Y,28.8,4,468,333,407
2020,Jaguar Land Rover L,Jaguar,F-TYPE S Coupe,3,6,Auto(S8),19,27,22,Supercharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),2200,Two Seaters,08/03/2019 00:00,Y,28.8,4,468,333,407
2020,Jaguar Land Rover L,Jaguar,F-TYPE SVR AWD Convertible,5,8,Auto(S8),16,24,18,Supercharged,Semi-Automatic,8,All Wheel Drive,Gasoline (Premium Unleaded Recommended),2700,Two Seaters,14/03/2019 00:00,Y,24,3,571,369,481
2020,Jaguar Land Rover L,Jaguar,F-TYPE SVR AWD Coupe,5,8,Auto(S8),16,24,18,Supercharged,Semi-Automatic,8,All Wheel Drive,Gasoline (Premium Unleaded Recommended),2700,Two Seaters,13/03/2019 00:00,Y,24,3,571,369,481
2020,Jaguar Land Rover L,Jaguar,XE,2,4,Auto(S8),25,34,28,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),1750,Compact Cars,08/02/2019 00:00,Y,38.6,6,353,262,312
2020,Jaguar Land Rover L,Jaguar,XE 30t,2,4,Auto(S8),24,32,27,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),1800,Compact Cars,08/02/2019 00:00,Y,36,6,376,280,333
2020,Jaguar Land Rover L,Jaguar,XE AWD,2,4,Auto(S8),24,34,28,Turbocharged,Semi-Automatic,8,All Wheel Drive,Gasoline (Premium Unleaded Recommended),1750,Compact Cars,08/02/2019 00:00,Y,37.3,6,371,261,321
2020,Jaguar Land Rover L,Jaguar,XE AWD 30t,2,4,Auto(S8),22,30,25,Turbocharged,Semi-Automatic,8,All Wheel Drive,Gasoline (Premium Unleaded Recommended),1950,Compact Cars,08/02/2019 00:00,Y,33.6,5,404,292,354
2020,Jaguar Land Rover L,Jaguar,XF,2,4,Auto(S8),25,34,28,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),1750,Midsize Cars,08/02/2019 00:00,Y,38.6,6,353,262,312
2020,Jaguar Land Rover L,Jaguar,XF 30t,2,4,Auto(S8),23,31,26,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),1900,Midsize Cars,08/02/2019 00:00,Y,35.7,5,379,282,335
2020,Jaguar Land Rover L,Jaguar,XF AWD,2,4,Auto(S8),23,33,27,Turbocharged,Semi-Automatic,8,All Wheel Drive,Gasoline (Premium Unleaded Recommended),1800,Midsize Cars,08/02/2019 00:00,Y,35.9,6,382,273,333
2020,Jaguar Land Rover L,Jaguar,XF AWD,3,6,Auto(S8),20,28,23,Supercharged,Semi-Automatic,8,All Wheel Drive,Gasoline (Premium Unleaded Recommended),2100,Midsize Cars,08/03/2019 00:00,Y,30,5,449,318,390
2020,Jaguar Land Rover L,Jaguar,XF AWD 30t,2,4,Auto(S8),22,31,25,Turbocharged,Semi-Automatic,8,All Wheel Drive,Gasoline (Premium Unleaded Recommended),1950,Midsize Cars,08/02/2019 00:00,Y,34.1,5,399,288,349
2020,Jaguar Land Rover L,Jaguar,XF Sportbrake AWD,2,4,Auto(S8),21,28,24,Turbocharged,Semi-Automatic,8,All Wheel Drive,Gasoline (Premium Unleaded Recommended),2050,Midsize Station Wagons,08/02/2019 00:00,Y,32,5,417,314,370
2020,Jaguar Land Rover L,Jaguar,XF Sportbrake AWD,3,6,Auto(S8),18,25,21,Supercharged,Semi-Automatic,8,All Wheel Drive,Gasoline (Premium Unleaded Recommended),2300,Midsize Station Wagons,08/03/2019 00:00,Y,27.3,4,489,353,428
2020,Jaguar Land Rover L,Jaguar,E-PACE,2,4,Auto(S9),21,28,24,Turbocharged,Semi-Automatic,9,All Wheel Drive,Gasoline (Premium Unleaded Recommended),2050,Small SUV 4WD,08/02/2019 00:00,Y,31.9,5,415,318,371
2020,Jaguar Land Rover L,Jaguar,E-PACE P300,2,4,Auto(S9),21,27,23,Turbocharged,Semi-Automatic,9,All Wheel Drive,Gasoline (Premium Unleaded Recommended),2100,Small SUV 4WD,08/02/2019 00:00,Y,31.2,5,424,325,379
2020,Jaguar Land Rover L,Jaguar,F-PACE,2,4,Auto(S8),22,27,24,Turbocharged,Semi-Automatic,8,All Wheel Drive,Gasoline (Premium Unleaded Recommended),2050,Small SUV 4WD,08/02/2019 00:00,Y,31.8,5,392,333,365
2020,Jaguar Land Rover L,Jaguar,F-PACE,3,6,Auto(S8),18,23,20,Supercharged,Semi-Automatic,8,All Wheel Drive,Gasoline (Premium Unleaded Recommended),2450,Small SUV 4WD,08/03/2019 00:00,Y,26.1,4,502,377,446
2020,Jaguar Land Rover L,Jaguar,F-PACE,5,8,Auto(S8),16,21,18,Supercharged,Semi-Automatic,8,All Wheel Drive,Gasoline (Premium Unleaded Recommended),2700,Small SUV 4WD,08/03/2019 00:00,Y,24,3,549,414,488
2020,Jaguar Land Rover L,Jaguar,F-PACE 30t,2,4,Auto(S8),22,27,24,Turbocharged,Semi-Automatic,8,All Wheel Drive,Gasoline (Premium Unleaded Recommended),2050,Small SUV 4WD,08/02/2019 00:00,Y,31.8,5,410,328,373
2020,Jaguar Land Rover L,Land Rover,Discovery Sport,2,4,Auto(S9),19,24,21,Turbocharged,Semi-Automatic,9,All Wheel Drive,Gasoline (Premium Unleaded Recommended),2300,Small SUV 4WD,26/08/2019 00:00,Y,27.4,4,478,365,427
2020,Jaguar Land Rover L,Land Rover,Discovery Sport MHEV,2,4,Auto(S9),19,24,21,Turbocharged,Semi-Automatic,9,All Wheel Drive,Gasoline (Premium Unleaded Recommended),2300,Small SUV 4WD,04/09/2019 00:00,Y,27.9,4,465,369,422
2020,Jaguar Land Rover L,Land Rover,Evoque,2,4,Auto(S9),20,27,23,Turbocharged,Semi-Automatic,9,All Wheel Drive,Gasoline (Premium Unleaded Recommended),2100,Small SUV 4WD,12/03/2019 00:00,Y,29.9,5,447,329,394
2020,Jaguar Land Rover L,Land Rover,Evoque MHEV,2,4,Auto(S9),21,26,23,Turbocharged,Semi-Automatic,9,All Wheel Drive,Gasoline (Premium Unleaded Recommended),2100,Small SUV 4WD,12/03/2019 00:00,Y,30.4,5,433,336,389
2020,Jaguar Land Rover L,Land Rover,Range Rover Velar,2,4,Auto(S8),21,27,23,Turbocharged,Semi-Automatic,8,All Wheel Drive,Gasoline (Premium Unleaded Recommended),2100,Small SUV 4WD,08/02/2019 00:00,Y,30.8,5,424,335,384
2020,Jaguar Land Rover L,Land Rover,Range Rover Velar,3,6,Auto(S8),18,24,20,Supercharged,Semi-Automatic,8,All Wheel Drive,Gasoline (Premium Unleaded Recommended),2450,Small SUV 4WD,08/03/2019 00:00,Y,26.6,4,490,376,439
2020,Jaguar Land Rover L,Land Rover,Range Rover Velar,5,8,Auto(S8),15,20,17,Supercharged,Semi-Automatic,8,All Wheel Drive,Gasoline (Premium Unleaded Recommended),2850,Small SUV 4WD,25/03/2019 00:00,Y,22.6,3,574,434,511
2020,Jaguar Land Rover L,Land Rover,Range Rover Velar P300,2,4,Auto(S8),20,26,22,Turbocharged,Semi-Automatic,8,All Wheel Drive,Gasoline (Premium Unleaded Recommended),2200,Small SUV 4WD,08/02/2019 00:00,Y,29.5,4,442,347,399
2020,Jaguar Land Rover L,Land Rover,Range Rover Velar P380,3,6,Auto(S8),18,24,20,Supercharged,Semi-Automatic,8,All Wheel Drive,Gasoline (Premium Unleaded Recommended),2450,Small SUV 4WD,08/03/2019 00:00,Y,26.6,4,490,376,439
2020,Jaguar Land Rover L,Land Rover,Defender 110,2,4,Auto(S8),17,20,18,Turbocharged,Semi-Automatic,8,4-Wheel Drive,Gasoline (Premium Unleaded Recommended),2700,Standard SUV 4WD,18/05/2020 00:00,Y,24.1,3,536,438,492
2020,Jaguar Land Rover L,Land Rover,Defender 110 MHEV,3,6,Auto(S8),17,22,19,Turbocharged,Semi-Automatic,8,4-Wheel Drive,Gasoline (Premium Unleaded Recommended),2550,Standard SUV 4WD,18/05/2020 00:00,Y,26.3,3,507,406,462
2020,Jaguar Land Rover L,Land Rover,Defender 90,2,4,Auto(S8),18,21,19,Turbocharged,Semi-Automatic,8,4-Wheel Drive,Gasoline (Premium Unleaded Recommended),2550,Standard SUV 4WD,18/05/2020 00:00,Y,24.8,3,499,425,466
2020,Jaguar Land Rover L,Land Rover,Defender 90 MHEV,3,6,Auto(S8),17,22,19,Turbocharged,Semi-Automatic,8,4-Wheel Drive,Gasoline (Premium Unleaded Recommended),2550,Standard SUV 4WD,18/05/2020 00:00,Y,26.3,3,507,406,462
2020,Jaguar Land Rover L,Land Rover,Discovery,3,6,Auto(S8),21,26,23,Turbocharged,Semi-Automatic,8,4-Wheel Drive,"Diesel, ultra low sulfur (15 ppm, maximum)",2050,Standard SUV 4WD,29/07/2019 00:00,Y,,5,490,397,448
2020,Jaguar Land Rover L,Land Rover,Discovery,3,6,Auto(S8),16,21,18,Supercharged,Semi-Automatic,8,4-Wheel Drive,Gasoline (Premium Unleaded Recommended),2700,Standard SUV 4WD,29/07/2019 00:00,Y,23.1,3,558,430,500
2020,Jaguar Land Rover L,Land Rover,Range Rover,3,6,Auto(S8),22,28,24,Turbocharged,Semi-Automatic,8,4-Wheel Drive,"Diesel, ultra low sulfur (15 ppm, maximum)",1950,Standard SUV 4WD,15/07/2019 00:00,Y,,5,458,355,412
2020,Jaguar Land Rover L,Land Rover,Range Rover,5,8,Auto(S8),16,21,18,Supercharged,Semi-Automatic,8,4-Wheel Drive,Gasoline (Premium Unleaded Recommended),2700,Standard SUV 4WD,15/07/2019 00:00,Y,23.8,3,542,421,487
2020,Jaguar Land Rover L,Land Rover,Range Rover LWB,5,8,Auto(S8),16,21,18,Supercharged,Semi-Automatic,8,4-Wheel Drive,Gasoline (Premium Unleaded Recommended),2700,Standard SUV 4WD,15/07/2019 00:00,Y,23.6,3,544,426,491
2020,Jaguar Land Rover L,Land Rover,Range Rover LWB SVA,5,8,Auto(S8),13,19,15,Supercharged,Semi-Automatic,8,4-Wheel Drive,Gasoline (Premium Unleaded Recommended),3250,Standard SUV 4WD,15/07/2019 00:00,Y,19.4,2,674,479,587
2020,Jaguar Land Rover L,Land Rover,Range Rover MHEV,3,6,Auto(S8),19,24,21,Turbocharged,Semi-Automatic,8,4-Wheel Drive,Gasoline (Premium Unleaded Recommended),2300,Standard SUV 4WD,29/07/2020 00:00,Y,,4,451,371,415
2020,Jaguar Land Rover L,Land Rover,Range Rover Sport,3,6,Auto(S8),22,28,24,Turbocharged,Semi-Automatic,8,4-Wheel Drive,"Diesel, ultra low sulfur (15 ppm, maximum)",1950,Standard SUV 4WD,15/07/2019 00:00,Y,,5,458,355,412
2020,Jaguar Land Rover L,Land Rover,Range Rover Sport,5,8,Auto(S8),17,22,19,Supercharged,Semi-Automatic,8,4-Wheel Drive,Gasoline (Premium Unleaded Recommended),2550,Standard SUV 4WD,15/07/2019 00:00,Y,24.4,3,530,405,474
